1581014260072,993.0377
1581014260167,993.03143
1581014260262,993.0434
1581014260360,993.04016
1581014260457,993.0321
1581014260552,993.0368
1581014260650,993.0304
1581014260748,993.0389
1581014260845,993.0438
1581014260943,993.0413
1581014261039,993.04913
1581014261138,993.0579
1581014261235,993.0626
1581014261332,993.0586
1581014261432,993.064
1581014261529,993.0767
1581014261626,993.0886
1581014261725,993.0972
1581014261822,993.1139
1581014261923,993.1201
1581014262015,993.12646
1581014262112,993.14484
1581014262207,993.1455
1581014262302,993.14386
1581014262400,993.1558
1581014262496,993.1605
1581014262598,993.16364
1581014262695,993.17316
1581014262792,993.18896
1581014262892,993.19684
1581014262990,993.2032
1581014263088,993.20953
1581014263186,993.2174
1581014263285,993.2228
1581014263382,993.2299
1581014263481,993.2308
1581014263577,993.24097
1581014263676,993.2473
1581014263774,993.24567
1581014263872,993.2545
1581014264000,993.2551
1581014264066,993.27344
1581014264164,993.2907
1581014264262,993.29016
1581014264360,993.298
1581014264462,993.29553
1581014264553,993.30273
1581014264648,993.30585
1581014264746,993.3138
1581014264844,993.3254
1581014264941,993.3217
1581014265038,993.32336
1581014265135,993.33014
1581014265233,993.33966
1581014265331,993.34436
1581014265430,993.35547
1581014265529,993.365
1581014265626,993.38074
1581014265723,993.39185
1581014265823,993.40204
1581014265923,993.4036
1581014266029,993.4122
1581014266115,993.42316
1581014266214,993.42316
1581014266312,993.42896
1581014266409,993.43835
1581014266509,993.44543
1581014266607,993.44543
1581014266705,993.44934
1581014266802,993.4541
1581014266903,993.45734
1581014266998,993.45886
1581014267094,993.4668
1581014267192,993.47144
1581014267291,993.4848
1581014267389,993.4984
1581014267487,993.51184
1581014267585,993.51263
1581014267682,993.5229
1581014267783,993.53235
1581014267884,993.54425
1581014268017,993.5474
1581014268074,993.5506
1581014268169,993.55585
1581014268265,993.5526
1581014268362,993.5567
1581014268460,993.552
1581014268558,993.5505
1581014268656,993.5536
1581014268753,993.55756
1581014268850,993.55975
1581014268946,993.56683
1581014269042,993.5676
1581014269141,993.57324
1581014269238,993.577
1581014269337,993.57623
1581014269437,993.58093
1581014269533,993.58246
1581014269630,993.58655
1581014269727,993.59216
1581014269825,993.5969
1581014269925,993.5969
1581014270024,993.5985
1581014270123,993.59375
1581014270232,993.60004
1581014270319,993.5985
1581014270417,993.5975
1581014270516,993.59827
1581014270612,993.596
1581014270713,993.5896
1581014270808,993.5896
1581014270908,993.58325
